#Coverage	Number of genomic locations
190.0	569.0
191.0	626.0
192.0	646.0
193.0	590.0
194.0	640.0
195.0	565.0
196.0	593.0
197.0	567.0
198.0	514.0
199.0	469.0
200.0	448.0
201.0	496.0
202.0	443.0
203.0	426.0
204.0	436.0
205.0	488.0
206.0	517.0
207.0	567.0
208.0	614.0
209.0	610.0
210.0	648.0
211.0	669.0
212.0	646.0
213.0	663.0
214.0	661.0
215.0	632.0
216.0	630.0
217.0	589.0
218.0	589.0
219.0	537.0
220.0	489.0
221.0	486.0
222.0	410.0
223.0	356.0
224.0	314.0
225.0	284.0
226.0	257.0
227.0	214.0
228.0	202.0
229.0	155.0
230.0	170.0
231.0	149.0
232.0	142.0
233.0	150.0
234.0	175.0
235.0	184.0
236.0	175.0
237.0	192.0
238.0	173.0
239.0	161.0
240.0	148.0
241.0	157.0
242.0	177.0
243.0	172.0
244.0	171.0
245.0	170.0
246.0	175.0
247.0	185.0
248.0	214.0
249.0	189.0
250.0	253.0
251.0	253.0
252.0	222.0
253.0	252.0
254.0	219.0
255.0	210.0
256.0	213.0
257.0	206.0
258.0	162.0
259.0	161.0
260.0	145.0
261.0	143.0
262.0	132.0
263.0	141.0
264.0	128.0
265.0	148.0
266.0	125.0
267.0	136.0
268.0	136.0
269.0	146.0
270.0	116.0
271.0	118.0
272.0	137.0
273.0	104.0
274.0	124.0
275.0	101.0
276.0	75.0
277.0	69.0
278.0	60.0
279.0	43.0
280.0	39.0
281.0	40.0
282.0	36.0
283.0	39.0
284.0	34.0
285.0	36.0
286.0	36.0
287.0	31.0
288.0	36.0
289.0	26.0
290.0	49.0
291.0	41.0
292.0	40.0
293.0	49.0
294.0	44.0
295.0	52.0
296.0	54.0
297.0	70.0
298.0	75.0
299.0	72.0
300.0	72.0
301.0	83.0
302.0	97.0
303.0	85.0
304.0	116.0
305.0	98.0
306.0	103.0
307.0	109.0
308.0	124.0
309.0	107.0
310.0	123.0
311.0	126.0
312.0	133.0
313.0	115.0
314.0	152.0
315.0	121.0
316.0	178.0
317.0	161.0
318.0	172.0
319.0	199.0
320.0	210.0
321.0	185.0
322.0	208.0
323.0	234.0
324.0	271.0
325.0	242.0
326.0	286.0
327.0	255.0
328.0	265.0
329.0	253.0
330.0	249.0
331.0	292.0
332.0	294.0
333.0	298.0
334.0	294.0
335.0	262.0
336.0	313.0
337.0	278.0
338.0	316.0
339.0	320.0
340.0	338.0
341.0	355.0
342.0	355.0
343.0	366.0
344.0	398.0
345.0	346.0
346.0	389.0
347.0	359.0
348.0	358.0
349.0	399.0
350.0	349.0
351.0	369.0
352.0	343.0
353.0	388.0
354.0	386.0
355.0	342.0
356.0	404.0
357.0	359.0
358.0	357.0
359.0	386.0
360.0	396.0
361.0	384.0
362.0	412.0
363.0	385.0
364.0	423.0
365.0	437.0
366.0	401.0
367.0	452.0
368.0	460.0
369.0	404.0
370.0	412.0
371.0	449.0
372.0	459.0
373.0	452.0
374.0	453.0
375.0	448.0
376.0	424.0
377.0	450.0
378.0	434.0
379.0	401.0
380.0	419.0
381.0	401.0
382.0	347.0
383.0	349.0
384.0	346.0
385.0	327.0
386.0	333.0
387.0	293.0
388.0	274.0
389.0	285.0
390.0	241.0
391.0	237.0
392.0	266.0
393.0	219.0
394.0	232.0
395.0	226.0
396.0	205.0
397.0	207.0
398.0	192.0
399.0	175.0
400.0	187.0
401.0	177.0
402.0	168.0
403.0	153.0
404.0	183.0
405.0	149.0
406.0	173.0
407.0	166.0
408.0	172.0
409.0	174.0
410.0	188.0
411.0	193.0
412.0	173.0
413.0	197.0
414.0	191.0
415.0	171.0
416.0	182.0
417.0	184.0
418.0	198.0
419.0	202.0
420.0	190.0
421.0	159.0
422.0	177.0
423.0	173.0
424.0	175.0
425.0	174.0
426.0	171.0
427.0	147.0
428.0	149.0
429.0	158.0
430.0	151.0
431.0	151.0
432.0	143.0
433.0	150.0
434.0	131.0
435.0	126.0
436.0	127.0
437.0	114.0
438.0	135.0
439.0	122.0
440.0	132.0
441.0	102.0
442.0	127.0
443.0	123.0
444.0	130.0
445.0	117.0
446.0	143.0
447.0	149.0
448.0	135.0
449.0	167.0
450.0	161.0
451.0	159.0
452.0	195.0
453.0	144.0
454.0	162.0
455.0	163.0
456.0	191.0
457.0	191.0
458.0	180.0
459.0	166.0
460.0	153.0
461.0	151.0
462.0	151.0
463.0	166.0
464.0	111.0
465.0	123.0
466.0	134.0
467.0	121.0
468.0	116.0
469.0	112.0
470.0	99.0
471.0	106.0
472.0	77.0
473.0	109.0
474.0	115.0
475.0	98.0
476.0	106.0
477.0	108.0
478.0	123.0
479.0	115.0
480.0	132.0
481.0	142.0
482.0	145.0
483.0	162.0
484.0	159.0
485.0	184.0
486.0	156.0
487.0	194.0
488.0	166.0
489.0	202.0
490.0	184.0
491.0	176.0
492.0	183.0
493.0	225.0
494.0	183.0
495.0	220.0
496.0	215.0
497.0	224.0
498.0	217.0
499.0	246.0
500.0	242.0
501.0	215.0
502.0	214.0
503.0	249.0
504.0	233.0
505.0	253.0
506.0	263.0
507.0	222.0
508.0	208.0
509.0	236.0
510.0	191.0
511.0	215.0
512.0	200.0
513.0	201.0
514.0	180.0
515.0	172.0
516.0	169.0
517.0	149.0
518.0	158.0
519.0	167.0
520.0	111.0
521.0	126.0
522.0	144.0
523.0	131.0
524.0	136.0
525.0	127.0
526.0	112.0
527.0	144.0
528.0	149.0
529.0	122.0
530.0	130.0
531.0	119.0
532.0	122.0
533.0	126.0
534.0	124.0
535.0	140.0
536.0	112.0
537.0	122.0
538.0	142.0
539.0	105.0
540.0	120.0
541.0	129.0
542.0	113.0
543.0	83.0
544.0	98.0
545.0	102.0
546.0	96.0
547.0	75.0
548.0	78.0
549.0	69.0
550.0	64.0
551.0	42.0
552.0	40.0
553.0	45.0
554.0	36.0
555.0	32.0
556.0	24.0
557.0	19.0
558.0	21.0
559.0	22.0
560.0	18.0
561.0	21.0
562.0	13.0
563.0	30.0
564.0	18.0
565.0	33.0
566.0	26.0
567.0	26.0
568.0	24.0
569.0	27.0
570.0	33.0
571.0	38.0
572.0	38.0
573.0	17.0
574.0	31.0
575.0	42.0
576.0	44.0
577.0	34.0
578.0	37.0
579.0	24.0
580.0	33.0
581.0	25.0
582.0	34.0
583.0	22.0
584.0	25.0
585.0	22.0
586.0	24.0
587.0	20.0
588.0	23.0
589.0	17.0
590.0	20.0
591.0	10.0
592.0	12.0
593.0	10.0
594.0	7.0
595.0	8.0
596.0	3.0
597.0	5.0
598.0	3.0
599.0	4.0
600.0	3.0
601.0	2.0
602.0	1.0
603.0	1.0
604.0	2.0
605.0	1.0
